1;Yamile Cardona Maya;SISCO;In-Line Fiber-Optic Viscometer for Internal Combustion Engine Lubricant Oils;YAMILE CARDONA MAYA - CESAR AUGUSTO ISAZA MERINO - PEDRO IGNACIO TORRES TRUJILLO - ;10.1364/FIO.2014.FTu2B.2;2014;0747668X;Estados Unidos Digest of Technical Papers - IEEE International Conference on Consumer Electronics;IEEE Publications
890;Martha del Socorro  Alzate C†rdenas;GORAS;Sistematizaci¢n de la Experiencia: ®Capacitaci¢n para la creaci¢n y consolidaci¢n de semilleros para la participaci¢n juvenil e infantil y a l°deres participantes en las escuelas de formaci¢n ciudadana para la gesti¢n del desarrollo local y la construcci¢n de lo p£blico en las zonas noroccidental y;MARTHA DEL SOCORRO ALZATE CARDENAS - ;NA;2007;1216945;Colombia Revista Tecnol¢gico de Antioqu°a;Talleres Tecnol¢gico de Antioquia -  - 
891;Martha del Socorro  Alzate C†rdenas;GORAS;Importancia de la investigaci¢n como eje transversal del conocimiento.;MARTHA DEL SOCORRO ALZATE CARDENAS - ;NA;2005;1216945;Colombia Revista Tecnol¢gico de Antioqu°a;Talleres Tecnol¢gico de Antioquia -  - 
892;Martha del Socorro  Alzate C†rdenas;GORAS;Breve An†lisis del sector cosmÇtico colombiano y de aseo frente a la preparaci¢n para el Tratado de Libre Comercio con Estados Unidos - en el †mbito de la competitividad.;MARTHA DEL SOCORRO ALZATE CARDENAS - ;NA;2006;1216945;Colombia Revista Tecnol¢gico de Antioqu°a;Talleres Tecnol¢gico de Antioquia - 
893;Martha del Socorro  Alzate C†rdenas;GORAS;Retos de la Alcald°a de Medell°n para la aplicaci¢n de la Pol°tica P£blica de Econom°a Social y Solidaria;MARTHA DEL SOCORRO ALZATE CARDENAS - OLGA LUCIA ARBOLEDA ALVAREZ - OSWALDO ANTONIO SALGADO CANAVERAL - ;10.14718/revfinanzpolitecon.2016.8.2.9;2016;22486046;Colombia Revista Finanzas y Politica Economica;Universidad catolica de colombia
894;Martha del Socorro  Alzate C†rdenas;GORAS;Importancia de la formaci¢n en procesos de aplicaci¢n de pol°tica p£blica para emprendimientos solidarios: caso Medell°n;OLGA LUCIA ARBOLEDA ALVAREZ - MARTHA DEL SOCORRO ALZATE CARDENAS - ;10.16925/2382-4220.2019.02.08;2019;23824220;Colombia Cooperativismo & Desarrollo; - 
895;Martha del Socorro  Alzate C†rdenas;GORAS;Diagn¢stico para el montaje del centro de gesti¢n empresarial en la facultad de administraci¢n;ANA ISABEL GIRALDO DIAZ - NANCY PATRICIA CEBALLOS ATEHORTUA - MARTHA DEL SOCORRO ALZATE CARDENAS - ;NA;2006;1216945;Colombia Revista Tecnol¢gico de Antioqu°a;Talleres Tecnol¢gico de Antioquia
896;Martha Elena Quintero Mu§oz;GORAS;METODOLOG÷A PARA EVALUAR LA MADUREZ DE LA GESTI‡N DEL CONOCIMIENTO EN ALGUNAS GRANDES EMPRESAS COLOMBIANAS;MARTHA ELENA QUINTERO MUNOZ - ;NA;2015;0123921X;Colombia Tecnura;Editorial UD (Editorial Universidad Distrital Francisco JosÇ de Caldas) -  - 
897;Martha Elena Quintero Mu§oz;GORAS;METODOLOG÷A PARA EVALUAR LA MADUREZ DE LA GESTI‡N DEL CONOCIMIENTO EN ALGUNAS GRANDES EMPRESAS COLOMBIANAS;MARTHA ELENA QUINTERO MUNOZ - ;NA;2015;0123921X;Colombia Tecnura;Editorial UD (Editorial Universidad Distrital Francisco JosÇ de Caldas) -  - 
898;MARTHA LUZ BENJUMEA ARIAS;GORAS;Identificaci¢n de factores externos que inciden en el fortalecimiento de las unidades productivas asociativas (UPAS) en Medell°n - Colombia;MARTHA LUZ BENJUMEA ARIAS - MARISOL CHAVERRA ESPINOSA - LUIS FERNANDO ROMAN HENAO;;;;;
899;MARTHA LUZ BENJUMEA ARIAS;GORAS;Strategies to encourage the use of ICT in the professional training of undergraduate students: a case study;JORGE DUQUE AVENDANO - MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - ;NA;2014;397660;Polonia Sylwan;Polish Forestry Society
900;MARTHA LUZ BENJUMEA ARIAS;GORAS;Una visi¢n del emprendimiento desde arquetipos sistÇmicos;MARTHA LUZ BENJUMEA ARIAS - ;NA;2013;2145969X;Colombia Sinapsis; -  - 
901;MARTHA LUZ BENJUMEA ARIAS;GORAS;Tendencias en la investigaci¢n sobre gesti¢n del riesgo empresarial: un an†lisis bibliometrico;MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - ;NA;2017;13159984;Venezuela Revista Venezolana de Gerencia;Universidad Del Zulia - 
902;MARTHA LUZ BENJUMEA ARIAS;GORAS;NA;NA;NA;NA;NA;NA;NA -  -  - 
903;MARTHA LUZ BENJUMEA ARIAS;GORAS;Motivational factors and effects associated with physical-sport practice in undergraduate students;MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - ;10.1016/j.sbspro.2017.02.153;2017;18770428;Reino Unido Procedia - Social and Behavioral Sciences;Elsevier Editora Ltda - 
904;MARTHA LUZ BENJUMEA ARIAS;GORAS;Percepci¢n y conocimiento de los docentes universitarios sobre los procesos investigativos universitarios: estudio de caso;MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - ;10.1590/S1517-9702201702150010;2017;15179702;Brasil Educacao e Pesquisa;Escola Politecnica Da Universidade De Sao Paulo - 
905;MARTHA LUZ BENJUMEA ARIAS;GORAS;Proposed Model for Measuring Customer Satisfaction with Telecommunications Services;MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - ;10.5901/mjss.2017.v8n2p15;2017;20392117;Italia Mediterranean Journal of Social Sciences;MCSER-Mediterranean Center of Social and Educational research - 
906;MARTHA LUZ BENJUMEA ARIAS;GORAS;Tendencias investigativas en el estudio de la ciberdefensa: Un an†lisis bibliomÇtrico;ALEJANDRO VALENCIA ARIAS - ORFA NIDIA PATINO TORO - MARTHA LUZ BENJUMEA ARIAS - ;NA;2020;16469895;Portugal RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;Associacao Iberica de Sistemas e Tecnologias de Informacao (AISTI)
907;MARTHA LUZ BENJUMEA ARIAS;GORAS;Tendencias investigativas en educaci¢n en ciberseguridad: Un estudio bibliomÇtrico;MARTHA LUZ BENJUMEA ARIAS - ;NA;2020;16469895;Portugal RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;Associacao Iberica de Sistemas e Tecnologias de Informacao (AISTI) -  - 
908;MARTHA LUZ BENJUMEA ARIAS;GORAS;Social Entrepreneurship: Dynamics and Current Trends;DIANA MARIA ARANGO BOTERO - MARTHA LUZ BENJUMEA ARIAS - ;NA;2020;9733167;SCMS Journal of Indian Management;SCMS Group of Educational Institutions - 
909;MARTHA LUZ BENJUMEA ARIAS;GORAS;Metodolog°a para la identificaci¢n de las capacidades din†micas para el emprendimiento en Instituciones de Educaci¢n Superior;MARTHA LUZ BENJUMEA ARIAS - RUBEN DARIO ZEA FERNANDEZ - ALEJANDRO VALENCIA ARIAS - ;10.4067/S0718;2020;7183305;Ingeniare;Departamento De Computacion Universidad De Tarapaca
910;MARTHA LUZ BENJUMEA ARIAS;GORAS;Tendencias tem†ticas en el estudio de la integraci¢n regional a travÇs del mercosur;MARTHA LUZ BENJUMEA ARIAS - ;NA;2019;10121617;Venezuela Revista Geografica Venezolana;Centro de Estudios Sobre Desarrollo Econ¢mico - Universidad de los Andes - 
911;MARTHA LUZ BENJUMEA ARIAS;GORAS;Tendencias investigativas en simulaci¢n de sistemas complejos adaptativos: Un an†lisis bibliometrico;JUAN CAMILO PATINO VANEGAS - MARTHA LUZ BENJUMEA ARIAS - ;NA;2020;16469895;Portugal RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao;Associacao Iberica de Sistemas e Tecnologias de Informacao (AISTI) - 
912;MARTHA LUZ BENJUMEA ARIAS;GORAS;Evoluci¢n y tendencias investigativas sobre estrategias de gesti¢n de conocimiento en instituciones de educaci¢n superior;DIANA MARIA ARANGO BOTERO - MARTHA LUZ BENJUMEA ARIAS - MARIA CAMILA BERMEO GIRALDO - LUCIA PALACIOS MOYA;;;;;
913;MARTHA LUZ BENJUMEA ARIAS;GORAS;Intenci¢n de uso del e-learning en el programa de Administraci¢n Tecnol¢gica desde la perspectiva del modelo de aceptaci¢n tecnol¢gica;MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - VANESSA RODRIGUEZ-LORA - ;10.15359/ree.18-2.13;2014;14094258;Costa Rica Revista Electronica Educare;Instituto de Estudios Pol°ticos y Relaciones Internacionales de la Universidad Nacional de Colombia
914;MARTHA LUZ BENJUMEA ARIAS;GORAS;Structural Analysis of Strategic Variables through MICMAC Use: Case Study;MARTHA LUZ BENJUMEA ARIAS - ALEJANDRO VALENCIA ARIAS - LEONEL ALCIDES CASTANEDA PELAEZ - ;10.5901/mjss.2016.v7n4p11;2016;20392117;Italia Mediterranean Journal of Social Sciences;MCSER-Mediterranean Center of Social and Educational research
915;MARTHA LUZ BENJUMEA ARIAS;GORAS;Actitudes de docentes universitarios frente al uso de dispositivos m¢viles con fines acadÇmicos;MARTHA LUZ BENJUMEA ARIAS - ;NA;2018;14056666;MÇxico Revista Mexicana de Investigacion Educativa;Consejo Mexicano de Investigacion -  - 
916;MARTHA LUZ BENJUMEA ARIAS;GORAS;Analysis of e-commerce acceptance using the technology acceptance model;ALEJANDRO VALENCIA ARIAS - MARTHA LUZ BENJUMEA ARIAS - JACKELINE VALENCIA ARIAS - DANIEL CARDONA VALENCIA;;;;;
917;MARTHA LUZ BENJUMEA ARIAS;GORAS;Evaluating the Impact of Social Entrepreneurship: A Multi-criteria Approach;MARTHA LUZ BENJUMEA ARIAS - DIANA MARIA ARANGO BOTERO - ;10.3311/PPso.12716.;2019;14163837;Hungr°a Periodica Polytechnica - Social and Management Sciences;Budapesti Muszaki es Gazdasagtudomanyi Egyetem/Budapest University of Technology and Economics
918;MARTHA LUZ BENJUMEA ARIAS;GORAS;La gesti¢n del conocimiento: Una alternativa para la soluci¢n de problemas educacionales;ALEJANDRO VALENCIA ARIAS - MARTHA LUZ BENJUMEA ARIAS - ;10.15359/ree.23-2.1;2019;14094258;Costa Rica Revista Electronica Educare;Instituto de Estudios Pol°ticos y Relaciones Internacionales de la Universidad Nacional de Colombia - 
919;MARTHA LUZ BENJUMEA ARIAS;GORAS;Perspectivas investigativas en el estudio de las industrias culturales y creativas;ALEJANDRO VALENCIA ARIAS - MARTHA LUZ BENJUMEA ARIAS - ;10.17151/kepes.2018.15.17.3;2018;17947111;Colombia Kepes;Centro Editorial Universidad De Caldas - 
920;MARTHA LUZ BENJUMEA ARIAS;GORAS;Evoluci¢n y tendencias investigativas de la interactividad de los museos a travÇs de las TIC;JACKELINE VALENCIA ARIAS - ALEJANDRO VALENCIA ARIAS - MARTHA LUZ BENJUMEA ARIAS - ;10.17151/kepes.2018.15.18.3;2018;17947111;Colombia Kepes;Centro Editorial Universidad De Caldas
921;MARTHA LUZ BENJUMEA ARIAS;GORAS;Factores que inciden en la intenci¢n emprendedora del estudiantado universitario;ALEJANDRO VALENCIA ARIAS - MARTHA LUZ BENJUMEA ARIAS - ;10.15359/ree.22-2.10;2018;14094258;Costa Rica Revista Electronica Educare;Instituto de Estudios Pol°ticos y Relaciones Internacionales de la Universidad Nacional de Colombia - 
922;MARTHA LUZ BENJUMEA ARIAS;GORAS;Mapping the Healthcare Service Quality Domain: A Bibliometric Analysis;ALEJANDRO VALENCIA ARIAS - MARTHA LUZ BENJUMEA ARIAS - ;10.7860/JCDR/2018/30361.11863;2018;0973709X;India Journal of Clinical and Diagnostic Research;JCDR Research and Publications (Pvt) Limited - 
923;Mauricio alejandro bedoya jimenez;GORAS;NA;NA;NA;NA;NA;NA;NA -  -  - 
924;Mauricio alejandro bedoya jimenez;GORAS;LA LUCHA CONTRA LAS DROGAS: FRACASO DE UNA GUERRA - COMIENZO DE UNA NUEVA POL÷TICA;MAURICIO ALEJANDRO BEDOYA JIMENEZ - ;10.21501/issn.2463-1779;2016;24631779;Colombia Drugs And Addictive Behavior; - 
925;Mauricio alejandro bedoya jimenez;GORAS;Valor compartido y planeaci¢n estratÇgica: factores de transformaci¢n empresarial en el sector minero;JUAN DIEGO LOPEZ MEDINA - MAURICIO ALEJANDRO BEDOYA JIMENEZ - JORMARIS MARTINEZ GOMEZ - LUIS FERNANDO QUINTERO ARANGO;;;;;
926;Mauricio alejandro bedoya jimenez;GORAS;La responsabilidad social empresarial en las empresas del sector minero de metales preciosos Medell°n - Colombia;LUIS FERNANDO QUINTERO ARANGO - MAURICIO ALEJANDRO BEDOYA JIMENEZ - ;NA;2020;7981015;Venezuela Espacios;Sociacion de Profesionales y Tecnicos del CONICIT
927;M¢nica Eliana Aristiz†bal Vel†squez;GORAS;CAMBIO EN LA ESPERANZA DE VIDA EN LA POBLACION DE MEDELLIN POR LAS SEIS PRINCIPALES CAUSAS DE MUERTE;MONICA ELIANA ARISTIZABAL VELASQUEZ - ;NA;2001;0120386X;Colombia Revista Facultad Nacional De Salud P£blica;Editorial Universidad de Antioquia -  - 
928;M¢nica Eliana Aristiz†bal Vel†squez;GORAS;Cambio en la esperanza de vida seg£n tres grandes grupos de causas de muerte en Medell°n - Colombia - de 1989-1991 a 1994-1996;MONICA ELIANA ARISTIZABAL VELASQUEZ - ;NA;2002;19891991;Estados Unidos Revista Panamericana De Salud Publica-Pan American Journal Of Public Health;
929;M¢nica Eliana Aristiz†bal Vel†squez;GORAS;Modelo de Institucional de Autoevaluaci¢n con miras a la acreditaci¢n de alta calidad de programas acadÇmicos;MONICA ELIANA ARISTIZABAL VELASQUEZ - ;NA;2008;1692343X;Colombia Quid 2 Investigaci¢n Y Tecnolog°as; -  - 
930;M¢nica Eliana Aristiz†bal Vel†squez;GORAS;Caracterizaci¢n Empresarial de los estudiantes de la Instituci¢n Universitaria Salazar y Herrera;MONICA ELIANA ARISTIZABAL VELASQUEZ - ;NA;2009;1692343X;Colombia Quid 2 Investigaci¢n Y Tecnolog°as; -  - 
931;Natalia Andrea Toro Zuluaga;GORAS;®El semillero de investigaci¢n. Una alternativa innovadora en el sistema educativo colombiano;NATALIA ANDREA TORO ZULUAGA - ;NA;2017;2107813;Chile Rutas Del Gas; -  - 
932;Natalia Andrea Toro Zuluaga;GORAS;Estado innovador de empresas medianas y peque§as agroindustriales de Manizales y su relaci¢n con el desempe§o organizacional;NATALIA ANDREA TORO ZULUAGA - ;10.30854/anf.v24.n42.2017.164;2017;1216538;Colombia µnfora;Universidad Autonoma De Manizales -  - 
933;NÇstor Eduardo Fl¢rez  OVIEDO;GORAS;Evaluaci¢n integral de metodolog°as constructivistas a partir del Cuadro de Mando Integral;NESTOR EDUARDO FLOREZ OVIEDO - MARIA CAMILA JIMENEZ TABARES - ;10.25100/cdea.v36i67.8663;2020;22565078;Colombia Cuadernos De Administraci¢n;Universidad del Valle - 
934;NÇstor Eduardo Fl¢rez  OVIEDO;GORAS;La formaci¢n en administraci¢n de empresas como herramienta clave para procesos empresariales;NESTOR EDUARDO FLOREZ OVIEDO - ;10.21501/2500-669X.3499;2019;2500669X;Colombia SCIENCE OF HUMAN ACTION; -  - 
935;NÇstor Eduardo Fl¢rez  OVIEDO;GORAS;NA;NA;NA;NA;NA;NA;NA -  -  - 
936;NÇstor Eduardo Fl¢rez  OVIEDO;GORAS;MODOS DE TRANSPORTE AL SERVICIO DE LA LOG÷STICA HUMANITARIA: MODELOS DE ELECCI‡N;NESTOR EDUARDO FLOREZ OVIEDO - CATALINA GONZALEZ PENAGOS - ;NA;2019;2139111;Espa§a Gaceta Sanitaria;Reed Elsevier - 
937;NÇstor Eduardo Fl¢rez  OVIEDO;GORAS;Estudio de preferencias declaradas sobre metodolog°as de ense§anzas constructivistas;NESTOR EDUARDO FLOREZ OVIEDO - ;10.26507/rei.v14n27.952;2019;19008260;Revista Educaci¢n En Ingenier°a;Asociacion Colombiana De Facultades De Ingenieria Acofi -  - 
938;‡scar Alberto Urribarri Urdanela;GORAS;Liderazgo transaccional orientado a las tareas: estilo t°pico en organizaciones de Medell°n;DOUGLAS JOSE ROMERO - OSCAR ALBERTO URRIBARRI URDANELA - ;NA;2018;10121587;Venezuela Opcion;Universidad Del Zulia - 
939;‡scar Alberto Urribarri Urdanela;GORAS;Discurso estratÇgico y realidad contextual en organizaciones de Medell°n;DOUGLAS JOSE ROMERO - OSCAR ALBERTO URRIBARRI URDANELA - ;NA;2019;13159518;Venezuela Revista de Ciencias Sociales;Universidad Del Zulia - 
940;Sandra Milena Malavera Pineda;GORAS;La Seguridad de la Informaci¢n;SANDRA MILENA MALAVERA PINEDA - ;NA;2009;17941547;Colombia Revista Virtual Universitaria;Edici¢n por cuenta propia -  - 
941;Sandra Milena Malavera Pineda;GORAS;IMPACTO DE LAS CORPORACIONES Y ORGANIZACIONES SIN µNIMO DE LUCRO EN LA GOBERNABILIDAD EN MEDELLIN;SANDRA MILENA MALAVERA PINEDA - EFRAIN JOSE MARTINEZ MENESES - ;NA;2011;20272448;Colombia Revista Pensamiento Americano; - 
942;Sandra Milena Malavera Pineda;GORAS;La Efectividad de las Empresas de Base SociaL en la Ciudad de MedeLL°n;SANDRA MILENA MALAVERA PINEDA - ;NA;2012;20272448;Colombia Revista Pensamiento Americano; -  - 
943;Sandra Milena Malavera Pineda;GORAS;Medios digitales emergentes en la implementaci¢n de did†cticas espec°ficas en el programa de administraci¢n de empresas;SANDRA MILENA MALAVERA PINEDA - UBEIMAR AURELIO OSORIO ATEHORTUA - ;NA;2018;19893469;Colombia Prisma Social;Fundacion de Investigacion Social Avanzada - 
944;Sebasti†n Arias Giraldo;GORAS;Estudio de composici¢n centesimal y propiedades termo-f°sicas para la pulpa de aca°;SEBASTIAN ARIAS GIRALDO - ADELA MARIA CEBALLOS PENALOZA - LUIS FERNANDO GUTIERREZ MOSQUERA - ;NA;2016;21452660;Colombia Vitae;Universidad De Antioquia Medellin
945;Sebasti†n Arias Giraldo;GORAS;Determinaci¢n experimental de propiedades tÇrmicas y f°sicas para jugo de ca§a - miel y panela;SEBASTIAN ARIAS GIRALDO - ADELA MARIA CEBALLOS PENALOZA - LUIS FERNANDO GUTIERREZ MOSQUERA;;;;;
946;Sebasti†n Arias Giraldo;GORAS;Modelamiento de la operaci¢n unitaria de deshidrataci¢n bajo diferentes esquemas de secado;LUIS FERNANDO GUTIERREZ MOSQUERA - SEBASTIAN ARIAS GIRALDO - DANNY GARZON JIMENEZ - DARIO FIDEL MARTINEZ PANTOJA;;;;;
947;Sebasti†n Arias Giraldo;GORAS;NA;NA;NA;NA;NA;NA;NA -  -  - 
948;Sebasti†n Arias Giraldo;GORAS;Actualidad del sistema productivo tradicional de panela en Colombia: an†lisis de mejoras y alternativas tecnol¢gicas;LUIS FERNANDO GUTIERREZ MOSQUERA - SEBASTIAN ARIAS GIRALDO - ADELA MARIA CEBALLOS PENALOZA - ;10.25100/iyc.v20i1.5233;2018;1233033;Colombia Ingenier°a Y Competitividad;Facultad De Ingenieria Universidad Del Valle
949;Sebasti†n Arias Giraldo;GORAS;Evaluaci¢n te¢rica del impacto ambiental de una hornilla tradicional para producci¢n de panela;LUIS FERNANDO GUTIERREZ MOSQUERA - SEBASTIAN ARIAS GIRALDO - ADELA MARIA CEBALLOS PENALOZA - ;NA;2016;1209965;Colombia Agronomia Colombiana;Instituto de Estudios Pol°ticos y Relaciones Internacionales de la Universidad Nacional de Colombia
950;Sebasti†n Arias Giraldo;GORAS;Evaluaci¢n de condiciones de fabricaci¢n y calidad sensorial de cerveza artesanal tipo lager;DANIEL MUNOZ QUINTERO - SEBASTIAN ARIAS GIRALDO - ;10.46571/JCI.2020.1.1;2020;21452628;Colombia Journal De Ciencia E Ingenier°a;Vicerrectoria De Investigaciones Corporacion Universitaria Autonoma De Occidente - 
951;Sebasti†n Arias Giraldo;GORAS;Tendencias en el mundo de la gastronom°a y la alimentaci¢n: una revisi¢n desde la perspectiva colombiana;SANTIAGO NARANJO RAMIREZ - SEBASTIAN ARIAS GIRALDO - ;NA;2020;13160354;Venezuela Agroalimentaria;Centro de Estudios Sobre Desarrollo Econ¢mico - Universidad de los Andes
952;Sebasti†n Arias Giraldo;GORAS;NA;NA;NA;NA;NA;NA;NA -  -  - 
953;Sebasti†n Arias Giraldo;GORAS;Transici¢n v°trea en alimentos: sistemas binarios agua-carbohidratos;LUIS FERNANDO GUTIERREZ MOSQUERA - SEBASTIAN ARIAS GIRALDO - DANNY GARZON JIMENEZ - DIANA MARCELA LOPEZ VELASCO;;;;;
954;Sebasti†n Arias Giraldo;GORAS;Evaluaci¢n de los par†metros del proceso de congelaci¢n para la pulpa de aáa°;SEBASTIAN ARIAS GIRALDO - ADELA MARIA CEBALLOS PENALOZA - LUIS FERNANDO GUTIERREZ MOSQUERA - ;10.22430/22565337.1117;2019;1237799;Colombia Tecno L¢gicas;Instituto Tecnol¢gico Metropolitano
955;Sebasti†n Arias Giraldo;GORAS;Reacciones qu°micas de los az£cares simples empleados en la industria alimentaria;DIANA MARCELA LOPEZ VELASCO - SEBASTIAN ARIAS GIRALDO - ;10.21501/21454086.3252;2019;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ - 
956;Sebasti†n Arias Giraldo;GORAS;Cavitaci¢n hidrodin†mica: un enfoque desde la ingenier°a y la agroindustria;LUIS FERNANDO GUTIERREZ MOSQUERA - SEBASTIAN ARIAS GIRALDO - DANIEL FELIPE CARDONA NARANJO - ;NA;2019;1221701;Colombia Scientia Et Technica;Editorial Universidad Tecnol¢gica de Pereira
957;Sebasti†n Arias Giraldo;GORAS;Energy and productivity yield assessment of a traditional furnace for noncentrifugal brown sugar (panela) production;LUIS FERNANDO GUTIERREZ MOSQUERA - SEBASTIAN ARIAS GIRALDO - ADELA MARIA CEBALLOS PENALOZA - ;10.1155/2018/6841975;2018;16878078;Egipto International Journal of Chemical Engineering;Hindawi Publishing Corporation
958;Sugey Elena Anaya Garc°a;GORAS;Influencia de la educaci¢n nutricional sobre la adopci¢n de preferencias alimentarias en estudiantes de Gastronom°a;SUGEY ELENA ANAYA GARCIA - ;10.17981/11.1.2020.17;2020;21459258;Colombia Cultura - Educaci¢n - Sociedad - Ces;Ediciones Unicosta
959;Sugey Elena Anaya Garc°a;GORAS;NA;NA;NA;NA;NA;NA;NA -  -  - 
960;Sugey Elena Anaya Garc°a;GORAS;FACTORES ASOCIADOS A LAS PREFERENCIAS ALIMENTARIAS DE LOS NI•OS;SUGEY ELENA ANAYA GARCIA - ;NA;2018;20114532;Colombia Eleuthera;Forec Universidad De Caldas -  - 
961;Ubeimar Aurelio Osorio Atehort£a;GORAS;MEDIOS DIGITALES EMERGENTES EN LA IMPLEMENTACI‡N DE DIDµCTICAS ESPEC÷FICAS EN EL PROGRAMA DE ADMINISTRACI‡N DE EMPRESAS;UBEIMAR AURELIO OSORIO ATEHORTUA - SANDRA MILENA MALAVERA PINEDA - ;NA;2018;19893469;Espa§a Prisma Social;Fundacion de Investigacion Social Avanzada - 
962;V°ctor Daniel  Gil Vera;GORAS;Sistema Experto para la Gesti¢n de Da§os en V°as Pavimentadas y en Afirmado;VICTOR DANIEL GIL VERA - ;10.21501/21454086.1710;2016;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ -  - 
963;V°ctor Daniel  Gil Vera;GORAS;An Overview of the Colombian Market for Standarized Derivatives of Energy Commodities;VICTOR DANIEL GIL VERA - ;10.1109/TLA.2015.7273774;2015;15480992;Estados Unidos IEEE Latin America Transactions;Institute of Electrical and Electronics Engineers -  - 
964;V°ctor Daniel  Gil Vera;GORAS;Content Management Systems (CMS): a systematic literature review;VICTOR DANIEL GIL VERA - ;10.21500/20275846.1724;2015;20275846;Colombia Ingenier°as USBMed;UNIVERSIDAD DE SAN BUENAVENTURA -  - 
965;V°ctor Daniel  Gil Vera;GORAS;Modelo de Simulaci¢n de Estrategias de Inversi¢n para Papicultores Colombianos;VICTOR DANIEL GIL VERA - ;10.21501/21454086.1500;2015;21454086;Colombia L†mpsakos;Fundaci¢n Universitaria Luis Amig¢ -  - 
966;V°ctor Daniel  Gil Vera;GORAS;Seguridad inform†tica organizacional: un modelo de simulaci¢n basado en din†mica de sistemas;VICTOR DANIEL GIL VERA - ;NA;2017;1221701;Colombia Scientia Et Technica;Editorial Universidad Tecnol¢gica de Pereira -  - 
967;V°ctor Daniel  Gil Vera;GORAS;Learning Analytics and Scholar Dropout: A Predictive Model;VICTOR DANIEL GIL VERA - ;NA;2017;19909233;Pakist†n Middle East Journal of Scientific Research;International Digital Organization for Scientific Information -  - 
968;V°ctor Daniel  Gil Vera;GORAS;An†lisis del aprendizaje:una revisi¢n sistem†tica de literatura;VICTOR DANIEL GIL VERA - ;NA;2018;20278101;Colombia Revista Activa Tecnol¢gico De Antioquia;Litografia Dinamica -  - 
969;V°ctor Daniel  Gil Vera;GORAS;Forecasting Electricity Demand for Small Colombian Populations;VICTOR DANIEL GIL VERA - ;NA;2015;20278101;Colombia Revista Activa Tecnol¢gico De Antioquia;Litografia Dinamica -  - 
970;V°ctor Daniel  Gil Vera;GORAS;INTELLIGENT TUTORIAL SYSTEM FOR LEARNING OF BASIC AND OPERATIONAL MATH;VICTOR DANIEL GIL VERA - ;NA;2017;1245481;Colombia Journal of Science Education;Uan -  - 
971;V°ctor Daniel  Gil Vera;GORAS;PRON‡STICO DE LA DEMANDA MENSUAL DE ELECTRICIDAD CON SERIES DE TIEMPO;VICTOR DANIEL GIL VERA - ;10.24050/reia.v13i26.749;2016;17941237;Colombia Revista Eia;ESCUELA DE INGENIER÷A DE ANTIOQUIA -  - 
972;V°ctor Daniel  Gil Vera;GORAS;Necesidad de reconocimiento y s°ndrome de selfie: un an†lisis relacional basado en miner°a de datos;VICTOR DANIEL GIL VERA - ;10.21500/20275846.2835;2017;20275846;Colombia Ingenier°as USBMed;UNIVERSIDAD DE SAN BUENAVENTURA -  - 
973;V°ctor Daniel  Gil Vera;GORAS;Intellectual Quotient and Social Cognition in Young Offenders: A Relational Analysis;CATALINA QUINTERO LOPEZ - VICTOR DANIEL GIL VERA - ;10.5539/mas.v14n12p16;2020;19131844;Canad† Modern Applied Science;Canadian Center of Science and Education - 
974;V°ctor Daniel  Gil Vera;GORAS;Structural Equation Model: an Analysis of Learning Management Systems Acceptance;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ISABEL CRISTINA PUERTA LOPERA - ;10.5539/mas.v14n11p50;2020;19131844;Canad† Modern Applied Science;Canadian Center of Science and Education
975;V°ctor Daniel  Gil Vera;GORAS;Clustering Applied to the Education: A K-means and Hierarchical Application;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ISABEL CRISTINA PUERTA LOPERA - ;10.5539/res.v12n3p66;2020;19187173;Canad† Review of European Studies;Canadian Center of Science and Education
976;V°ctor Daniel  Gil Vera;GORAS;Capacidades de aprendizaje en ni§os con autismo: un an†lisis relacional;VICTOR DANIEL GIL VERA - CATALINA QUINTERO LOPEZ - ;10.48082/espacios-a20v41n48p25;2020;7981015;Venezuela Espacios;Sociacion de Profesionales y Tecnicos del CONICIT - 
977;V°ctor Daniel  Gil Vera;GORAS;Development of a general crowdsourcing maturity model;VICTOR DANIEL GIL VERA - CARLOS MARIO DURANGO YEPES - ;NA;2016;1204645;Colombia Cuadernos De Administraci¢n;Universidad del Valle - 
